Barris	Nacionalitat	Total	Genere
la Maternitat i Sant Ramon	PaïsosBaixos	13	Home
Pedralbes	PaïsosBaixos	7	Home
Vallvidrerael Tibidabo i les Planes	PaïsosBaixos	22	Home
Sarria	PaïsosBaixos	27	Home
les Tres Torres	PaïsosBaixos	17	Home
Sant Gervasi-la Bonanova	PaïsosBaixos	28	Home
Sant Gervasi- Galvany	PaïsosBaixos	57	Home
el Putxet i el Farro	PaïsosBaixos	33	Home
Vallcarca i els Penitents	PaïsosBaixos	13	Home
el Coll	PaïsosBaixos	3	Home
la Salut	PaïsosBaixos	11	Home
la Vila de Gracia	PaïsosBaixos	110	Home
el Campden Grassot i Gracia Nova	PaïsosBaixos	25	Home
el Baix Guinardo	PaïsosBaixos	20	Home
Can Baro	PaïsosBaixos	15	Home
el Guinardo	PaïsosBaixos	19	Home
la Font d en Fargues	PaïsosBaixos	6	Home
el Carmel	PaïsosBaixos	10	Home
la Teixonera	PaïsosBaixos	5	Home
Sant Genis dels Agudells	PaïsosBaixos	2	Home
Montbau	PaïsosBaixos	3	Home
la Vall d Hebron	PaïsosBaixos	3	Home
la Clota	PaïsosBaixos	0	Home
Horta	PaïsosBaixos	7	Home
Vilapicina i la Torre Llobeta	PaïsosBaixos	11	Home
Porta	PaïsosBaixos	7	Home
el Turo de la Peira	PaïsosBaixos	6	Home
Can Peguera	PaïsosBaixos	0	Home
la Guineueta	PaïsosBaixos	4	Home
Canyelles	PaïsosBaixos	0	Home
les Roquetes	PaïsosBaixos	1	Home
Verdun	PaïsosBaixos	1	Home
la Prosperitat	PaïsosBaixos	5	Home
la Trinitat Nova	PaïsosBaixos	0	Home
Torre Baro	PaïsosBaixos	0	Home
Ciutat Meridiana	PaïsosBaixos	1	Home
Vallbona	PaïsosBaixos	0	Home
la Trinitat Vella	PaïsosBaixos	8	Home
Baro de Viver	PaïsosBaixos	2	Home
el Bon Pastor	PaïsosBaixos	2	Home
Sant Andreu	PaïsosBaixos	25	Home
la Sagrera	PaïsosBaixos	11	Home
el Congres i els Indians	PaïsosBaixos	0	Home
Navas	PaïsosBaixos	6	Home
el Camp del Arpa del Clot	PaïsosBaixos	36	Home
el Clot	PaïsosBaixos	17	Home
el Parcila Llacuna del Poblenou	PaïsosBaixos	26	Home
la Vila Olimpica del Poblenou	PaïsosBaixos	21	Home
el Poblenou	PaïsosBaixos	77	Home
Diagonal Mariel Front Maritim del Poblenou	PaïsosBaixos	35	Home
el Besos i el Maresme	PaïsosBaixos	15	Home
Provençals del Poblenou	PaïsosBaixos	26	Home
Sant Marti de Provençals	PaïsosBaixos	7	Home
la Verneda i la Pau	PaïsosBaixos	7	Home
el Raval	Polònia	48	Home
el Barri Gotic	Polònia	40	Home
la Barceloneta	Polònia	36	Home
Sant Pere Santa Caterina i la Ribera	Polònia	45	Home
el Fort Pienc	Polònia	27	Home
la Sagrada Familia	Polònia	38	Home
la Dreta del Eixample	Polònia	38	Home
l Antiga Esquerra del Eixample	Polònia	38	Home
la Nova Esquerra del Eixample	Polònia	40	Home
Sant Antoni	Polònia	32	Home
el Poble Sec- A E I Parc Montjuïc	Polònia	44	Home
la Marina del Prat Vermell- A E I Zona Franca	Polònia	1	Home
la Marina de Port	Polònia	17	Home
la Font de la Guatlla	Polònia	6	Home
Hostafrancs	Polònia	14	Home
la Bordeta	Polònia	9	Home
Sants- Badal	Polònia	15	Home
Sants	Polònia	34	Home
les Corts	Polònia	27	Home
la Maternitat i Sant Ramon	Polònia	13	Home
Pedralbes	Polònia	1	Home
Vallvidrerael Tibidabo i les Planes	Polònia	2	Home
Sarria	Polònia	15	Home
les Tres Torres	Polònia	6	Home
Sant Gervasi-la Bonanova	Polònia	9	Home
Sant Gervasi- Galvany	Polònia	16	Home
el Putxet i el Farro	Polònia	26	Home
Vallcarca i els Penitents	Polònia	16	Home
el Coll	Polònia	7	Home
la Salut	Polònia	18	Home
la Vila de Gracia	Polònia	38	Home
el Campden Grassot i Gracia Nova	Polònia	23	Home
el Baix Guinardo	Polònia	8	Home
Can Baro	Polònia	4	Home
el Guinardo	Polònia	14	Home
la Font d en Fargues	Polònia	1	Home
el Carmel	Polònia	21	Home
la Teixonera	Polònia	6	Home
Sant Genis dels Agudells	Polònia	4	Home
Montbau	Polònia	0	Home
la Vall d Hebron	Polònia	4	Home
la Clota	Polònia	0	Home
Horta	Polònia	11	Home
Vilapicina i la Torre Llobeta	Polònia	9	Home
Porta	Polònia	8	Home
el Turo de la Peira	Polònia	0	Home
Can Peguera	Polònia	1	Home
la Guineueta	Polònia	5	Home
Canyelles	Polònia	1	Home
les Roquetes	Polònia	11	Home
Verdun	Polònia	2	Home
la Prosperitat	Polònia	4	Home
la Trinitat Nova	Polònia	0	Home
Torre Baro	Polònia	6	Home
Ciutat Meridiana	Polònia	12	Home
Vallbona	Polònia	1	Home
la Trinitat Vella	Polònia	1	Home
Baro de Viver	Polònia	2	Home
el Bon Pastor	Polònia	9	Home
Sant Andreu	Polònia	6	Home
la Sagrera	Polònia	8	Home
el Congres i els Indians	Polònia	3	Home
Navas	Polònia	13	Home
el Camp del Arpa del Clot	Polònia	34	Home
el Clot	Polònia	21	Home
el Parcila Llacuna del Poblenou	Polònia	16	Home
la Vila Olimpica del Poblenou	Polònia	10	Home
el Poblenou	Polònia	29	Home
Diagonal Mariel Front Maritim del Poblenou	Polònia	7	Home
el Besos i el Maresme	Polònia	19	Home
Provençals del Poblenou	Polònia	24	Home
Sant Marti de Provençals	Polònia	13	Home
la Verneda i la Pau	Polònia	10	Home
el Raval	Bulgària	45	Home
el Barri Gotic	Bulgària	19	Home
la Barceloneta	Bulgària	29	Home
Sant Pere Santa Caterina i la Ribera	Bulgària	16	Home
el Fort Pienc	Bulgària	19	Home
la Sagrada Familia	Bulgària	12	Home
la Dreta del Eixample	Bulgària	14	Home
l Antiga Esquerra del Eixample	Bulgària	21	Home
la Nova Esquerra del Eixample	Bulgària	19	Home
Sant Antoni	Bulgària	18	Home
el Poble Sec- A E I Parc Montjuïc	Bulgària	28	Home
la Marina del Prat Vermell- A E I Zona Franca	Bulgària	0	Home
la Marina de Port	Bulgària	33	Home
la Font de la Guatlla	Bulgària	10	Home
Hostafrancs	Bulgària	18	Home
la Bordeta	Bulgària	8	Home
Sants- Badal	Bulgària	4	Home
Sants	Bulgària	30	Home
les Corts	Bulgària	21	Home
la Maternitat i Sant Ramon	Bulgària	9	Home
Pedralbes	Bulgària	15	Home
Vallvidrerael Tibidabo i les Planes	Bulgària	2	Home
Sarria	Bulgària	34	Home
les Tres Torres	Bulgària	6	Home
Sant Gervasi-la Bonanova	Bulgària	3	Home
Sant Gervasi- Galvany	Bulgària	9	Home
el Putxet i el Farro	Bulgària	11	Home
Vallcarca i els Penitents	Bulgària	6	Home
el Coll	Bulgària	3	Home
la Salut	Bulgària	1	Home
la Vila de Gracia	Bulgària	17	Home
el Campden Grassot i Gracia Nova	Bulgària	21	Home
el Baix Guinardo	Bulgària	4	Home
Can Baro	Bulgària	8	Home
el Guinardo	Bulgària	28	Home
la Font d en Fargues	Bulgària	0	Home
el Carmel	Bulgària	24	Home
la Teixonera	Bulgària	6	Home
Sant Genis dels Agudells	Bulgària	1	Home
Montbau	Bulgària	1	Home
la Vall d Hebron	Bulgària	9	Home
la Clota	Bulgària	0	Home
Horta	Bulgària	6	Home
Vilapicina i la Torre Llobeta	Bulgària	21	Home
Porta	Bulgària	8	Home
el Turo de la Peira	Bulgària	4	Home
Can Peguera	Bulgària	0	Home
la Guineueta	Bulgària	3	Home
Canyelles	Bulgària	0	Home
les Roquetes	Bulgària	11	Home
Verdun	Bulgària	7	Home
la Prosperitat	Bulgària	18	Home
la Trinitat Nova	Bulgària	0	Home
Torre Baro	Bulgària	3	Home
Ciutat Meridiana	Bulgària	3	Home
Vallbona	Bulgària	2	Home
la Trinitat Vella	Bulgària	9	Home
Baro de Viver	Bulgària	1	Home
el Bon Pastor	Bulgària	5	Home
Sant Andreu	Bulgària	13	Home
la Sagrera	Bulgària	14	Home
el Congres i els Indians	Bulgària	13	Home
Navas	Bulgària	15	Home
el Camp del Arpa del Clot	Bulgària	17	Home
el Clot	Bulgària	17	Home
el Parcila Llacuna del Poblenou	Bulgària	19	Home
la Vila Olimpica del Poblenou	Bulgària	8	Home
el Poblenou	Bulgària	26	Home
Diagonal Mariel Front Maritim del Poblenou	Bulgària	16	Home
el Besos i el Maresme	Bulgària	32	Home
Provençals del Poblenou	Bulgària	12	Home
Sant Marti de Provençals	Bulgària	16	Home
la Verneda i la Pau	Bulgària	26	Home
el Raval	Suècia	88	Home
el Barri Gotic	Suècia	47	Home
la Barceloneta	Suècia	39	Home
Sant Pere Santa Caterina i la Ribera	Suècia	65	Home
el Fort Pienc	Suècia	20	Home
la Sagrada Familia	Suècia	26	Home
la Dreta del Eixample	Suècia	47	Home
l Antiga Esquerra del Eixample	Suècia	30	Home
la Nova Esquerra del Eixample	Suècia	30	Home
Sant Antoni	Suècia	36	Home
el Poble Sec- A E I Parc Montjuïc	Suècia	41	Home
la Marina del Prat Vermell- A E I Zona Franca	Suècia	0	Home
la Marina de Port	Suècia	2	Home
la Font de la Guatlla	Suècia	3	Home
Hostafrancs	Suècia	18	Home
la Bordeta	Suècia	5	Home
Sants- Badal	Suècia	3	Home
Sants	Suècia	11	Home
les Corts	Suècia	13	Home
la Maternitat i Sant Ramon	Suècia	4	Home
Pedralbes	Suècia	8	Home
Vallvidrerael Tibidabo i les Planes	Suècia	5	Home
Sarria	Suècia	14	Home
les Tres Torres	Suècia	7	Home
Sant Gervasi-la Bonanova	Suècia	5	Home
Sant Gervasi- Galvany	Suècia	37	Home
el Putxet i el Farro	Suècia	8	Home
Vallcarca i els Penitents	Suècia	11	Home
el Coll	Suècia	3	Home
la Salut	Suècia	6	Home
la Vila de Gracia	Suècia	39	Home
el Campden Grassot i Gracia Nova	Suècia	16	Home
el Baix Guinardo	Suècia	6	Home
Can Baro	Suècia	1	Home
el Guinardo	Suècia	5	Home
la Font d en Fargues	Suècia	1	Home
el Carmel	Suècia	6	Home
la Teixonera	Suècia	5	Home
Sant Genis dels Agudells	Suècia	2	Home
Montbau	Suècia	1	Home
la Vall d Hebron	Suècia	0	Home
la Clota	Suècia	0	Home
Horta	Suècia	4	Home
Vilapicina i la Torre Llobeta	Suècia	12	Home
Porta	Suècia	0	Home
el Turo de la Peira	Suècia	0	Home
Can Peguera	Suècia	1	Home
la Guineueta	Suècia	3	Home
Canyelles	Suècia	0	Home
les Roquetes	Suècia	2	Home
Verdun	Suècia	1	Home
la Prosperitat	Suècia	0	Home
la Trinitat Nova	Suècia	1	Home
Torre Baro	Suècia	1	Home
Ciutat Meridiana	Suècia	1	Home
Vallbona	Suècia	0	Home
la Trinitat Vella	Suècia	2	Home
Baro de Viver	Suècia	0	Home
el Bon Pastor	Suècia	0	Home
Sant Andreu	Suècia	7	Home
la Sagrera	Suècia	3	Home
el Congres i els Indians	Suècia	2	Home
Navas	Suècia	1	Home
el Camp del Arpa del Clot	Suècia	16	Home
el Clot	Suècia	9	Home
el Parcila Llacuna del Poblenou	Suècia	12	Home
la Vila Olimpica del Poblenou	Suècia	9	Home
el Poblenou	Suècia	42	Home
Diagonal Mariel Front Maritim del Poblenou	Suècia	25	Home
el Besos i el Maresme	Suècia	4	Home
Provençals del Poblenou	Suècia	5	Home
Sant Marti de Provençals	Suècia	4	Home
la Verneda i la Pau	Suècia	1	Home
el Raval	Bèlgica	58	Home
el Barri Gotic	Bèlgica	37	Home
la Barceloneta	Bèlgica	21	Home
Sant Pere Santa Caterina i la Ribera	Bèlgica	54	Home
el Fort Pienc	Bèlgica	23	Home
la Sagrada Familia	Bèlgica	24	Home
la Dreta del Eixample	Bèlgica	68	Home
l Antiga Esquerra del Eixample	Bèlgica	41	Home
la Nova Esquerra del Eixample	Bèlgica	32	Home
Sant Antoni	Bèlgica	38	Home
el Poble Sec- A E I Parc Montjuïc	Bèlgica	36	Home
la Marina del Prat Vermell- A E I Zona Franca	Bèlgica	1	Home
la Marina de Port	Bèlgica	3	Home
la Font de la Guatlla	Bèlgica	6	Home
Hostafrancs	Bèlgica	11	Home
la Bordeta	Bèlgica	9	Home
Sants- Badal	Bèlgica	16	Home
Sants	Bèlgica	22	Home
les Corts	Bèlgica	18	Home
la Maternitat i Sant Ramon	Bèlgica	1	Home
Pedralbes	Bèlgica	10	Home
Vallvidrerael Tibidabo i les Planes	Bèlgica	10	Home
Sarria	Bèlgica	11	Home
les Tres Torres	Bèlgica	14	Home
Sant Gervasi-la Bonanova	Bèlgica	19	Home
Sant Gervasi- Galvany	Bèlgica	30	Home
el Putxet i el Farro	Bèlgica	20	Home
Vallcarca i els Penitents	Bèlgica	10	Home
el Coll	Bèlgica	4	Home
la Salut	Bèlgica	8	Home
la Vila de Gracia	Bèlgica	72	Home
el Campden Grassot i Gracia Nova	Bèlgica	11	Home
el Baix Guinardo	Bèlgica	8	Home
Can Baro	Bèlgica	2	Home
el Guinardo	Bèlgica	19	Home
la Font d en Fargues	Bèlgica	6	Home
el Carmel	Bèlgica	10	Home
la Teixonera	Bèlgica	1	Home
Sant Genis dels Agudells	Bèlgica	1	Home
Montbau	Bèlgica	2	Home
la Vall d Hebron	Bèlgica	0	Home
la Clota	Bèlgica	0	Home
Horta	Bèlgica	4	Home
Vilapicina i la Torre Llobeta	Bèlgica	5	Home
Porta	Bèlgica	2	Home
el Turo de la Peira	Bèlgica	2	Home
Can Peguera	Bèlgica	1	Home
la Guineueta	Bèlgica	1	Home
Canyelles	Bèlgica	0	Home
les Roquetes	Bèlgica	1	Home
Verdun	Bèlgica	1	Home
la Prosperitat	Bèlgica	1	Home
la Trinitat Nova	Bèlgica	2	Home
Torre Baro	Bèlgica	0	Home
Ciutat Meridiana	Bèlgica	0	Home
Vallbona	Bèlgica	1	Home
la Trinitat Vella	Bèlgica	2	Home
Baro de Viver	Bèlgica	0	Home
el Bon Pastor	Bèlgica	2	Home
Sant Andreu	Bèlgica	6	Home
la Sagrera	Bèlgica	8	Home
el Congres i els Indians	Bèlgica	3	Home
Navas	Bèlgica	3	Home
el Camp del Arpa del Clot	Bèlgica	28	Home
el Clot	Bèlgica	11	Home
el Parcila Llacuna del Poblenou	Bèlgica	18	Home
la Vila Olimpica del Poblenou	Bèlgica	6	Home
el Poblenou	Bèlgica	48	Home
Diagonal Mariel Front Maritim del Poblenou	Bèlgica	16	Home
el Besos i el Maresme	Bèlgica	4	Home
Provençals del Poblenou	Bèlgica	11	Home
Sant Marti de Provençals	Bèlgica	4	Home
la Verneda i la Pau	Bèlgica	5	Home
el Raval	Grècia	32	Home
el Barri Gotic	Grècia	26	Home
la Barceloneta	Grècia	11	Home
Sant Pere Santa Caterina i la Ribera	Grècia	39	Home
el Fort Pienc	Grècia	18	Home
la Sagrada Familia	Grècia	30	Home
la Dreta del Eixample	Grècia	27	Home
l Antiga Esquerra del Eixample	Grècia	18	Home
la Nova Esquerra del Eixample	Grècia	30	Home
Sant Antoni	Grècia	23	Home
el Poble Sec- A E I Parc Montjuïc	Grècia	32	Home
la Marina del Prat Vermell- A E I Zona Franca	Grècia	0	Home
la Marina de Port	Grècia	0	Home
la Font de la Guatlla	Grècia	8	Home
Hostafrancs	Grècia	6	Home
la Bordeta	Grècia	8	Home
Sants- Badal	Grècia	6	Home
Sants	Grècia	16	Home
les Corts	Grècia	11	Home
la Maternitat i Sant Ramon	Grècia	8	Home
Pedralbes	Grècia	4	Home
Vallvidrerael Tibidabo i les Planes	Grècia	2	Home
Sarria	Grècia	11	Home
les Tres Torres	Grècia	1	Home
Sant Gervasi-la Bonanova	Grècia	4	Home
Sant Gervasi- Galvany	Grècia	23	Home
el Putxet i el Farro	Grècia	11	Home
Vallcarca i els Penitents	Grècia	6	Home
el Coll	Grècia	1	Home
la Salut	Grècia	2	Home
la Vila de Gracia	Grècia	45	Home
el Campden Grassot i Gracia Nova	Grècia	15	Home
el Baix Guinardo	Grècia	8	Home
Can Baro	Grècia	3	Home
el Guinardo	Grècia	6	Home
la Font d en Fargues	Grècia	0	Home
el Carmel	Grècia	2	Home
la Teixonera	Grècia	1	Home
Sant Genis dels Agudells	Grècia	0	Home
Montbau	Grècia	3	Home
la Vall d Hebron	Grècia	2	Home
la Clota	Grècia	0	Home
Horta	Grècia	1	Home
Vilapicina i la Torre Llobeta	Grècia	3	Home
Porta	Grècia	2	Home
el Turo de la Peira	Grècia	1	Home
Can Peguera	Grècia	0	Home
la Guineueta	Grècia	0	Home
Canyelles	Grècia	1	Home
les Roquetes	Grècia	1	Home
Verdun	Grècia	0	Home
la Prosperitat	Grècia	2	Home
la Trinitat Nova	Grècia	0	Home
Torre Baro	Grècia	0	Home
Ciutat Meridiana	Grècia	0	Home
Vallbona	Grècia	1	Home
la Trinitat Vella	Grècia	2	Home
Baro de Viver	Grècia	1	Home
el Bon Pastor	Grècia	1	Home
Sant Andreu	Grècia	6	Home
la Sagrera	Grècia	5	Home
el Congres i els Indians	Grècia	3	Home
Navas	Grècia	1	Home
el Camp del Arpa del Clot	Grècia	14	Home
el Clot	Grècia	6	Home
el Parcila Llacuna del Poblenou	Grècia	13	Home
la Vila Olimpica del Poblenou	Grècia	4	Home
el Poblenou	Grècia	15	Home
Diagonal Mariel Front Maritim del Poblenou	Grècia	6	Home
el Besos i el Maresme	Grècia	1	Home
Provençals del Poblenou	Grècia	9	Home
Sant Marti de Provençals	Grècia	7	Home
la Verneda i la Pau	Grècia	4	Home
el Raval	Irlanda	28	Home
el Barri Gotic	Irlanda	44	Home
la Barceloneta	Irlanda	23	Home
Sant Pere Santa Caterina i la Ribera	Irlanda	60	Home
el Fort Pienc	Irlanda	18	Home
la Sagrada Familia	Irlanda	32	Home
la Dreta del Eixample	Irlanda	51	Home
l Antiga Esquerra del Eixample	Irlanda	35	Home
la Nova Esquerra del Eixample	Irlanda	22	Home
Sant Antoni	Irlanda	37	Home
el Poble Sec- A E I Parc Montjuïc	Irlanda	44	Home
la Marina del Prat Vermell- A E I Zona Franca	Irlanda	0	Home
la Marina de Port	Irlanda	3	Home
la Font de la Guatlla	Irlanda	5	Home
Hostafrancs	Irlanda	9	Home
la Bordeta	Irlanda	4	Home
Sants- Badal	Irlanda	1	Home
Sants	Irlanda	11	Home
les Corts	Irlanda	12	Home
la Maternitat i Sant Ramon	Irlanda	8	Home
Pedralbes	Irlanda	3	Home
Vallvidrerael Tibidabo i les Planes	Irlanda	5	Home
Sarria	Irlanda	13	Home
les Tres Torres	Irlanda	1	Home
Sant Gervasi-la Bonanova	Irlanda	12	Home
Sant Gervasi- Galvany	Irlanda	15	Home
el Putxet i el Farro	Irlanda	12	Home
Vallcarca i els Penitents	Irlanda	3	Home
el Coll	Irlanda	3	Home
la Salut	Irlanda	5	Home
la Vila de Gracia	Irlanda	56	Home
el Campden Grassot i Gracia Nova	Irlanda	18	Home
el Baix Guinardo	Irlanda	5	Home
Can Baro	Irlanda	4	Home
el Guinardo	Irlanda	10	Home
la Font d en Fargues	Irlanda	3	Home
el Carmel	Irlanda	6	Home
la Teixonera	Irlanda	3	Home
Sant Genis dels Agudells	Irlanda	1	Home
Montbau	Irlanda	1	Home
la Vall d Hebron	Irlanda	4	Home
la Clota	Irlanda	0	Home
Horta	Irlanda	4	Home
Vilapicina i la Torre Llobeta	Irlanda	0	Home
Porta	Irlanda	5	Home
el Turo de la Peira	Irlanda	2	Home
Can Peguera	Irlanda	0	Home
la Guineueta	Irlanda	0	Home
Canyelles	Irlanda	0	Home
les Roquetes	Irlanda	0	Home
Verdun	Irlanda	1	Home
la Prosperitat	Irlanda	2	Home
la Trinitat Nova	Irlanda	0	Home
Torre Baro	Irlanda	0	Home
Ciutat Meridiana	Irlanda	0	Home
Vallbona	Irlanda	0	Home
la Trinitat Vella	Irlanda	0	Home
Baro de Viver	Irlanda	0	Home
el Bon Pastor	Irlanda	2	Home
Sant Andreu	Irlanda	4	Home
la Sagrera	Irlanda	7	Home
el Congres i els Indians	Irlanda	2	Home
Navas	Irlanda	4	Home
el Camp del Arpa del Clot	Irlanda	15	Home
el Clot	Irlanda	6	Home
el Parcila Llacuna del Poblenou	Irlanda	16	Home
la Vila Olimpica del Poblenou	Irlanda	10	Home
el Poblenou	Irlanda	11	Home
Diagonal Mariel Front Maritim del Poblenou	Irlanda	5	Home
el Besos i el Maresme	Irlanda	3	Home
Provençals del Poblenou	Irlanda	11	Home
Sant Marti de Provençals	Irlanda	2	Home
la Verneda i la Pau	Irlanda	2	Home
el Raval	Suïssa	33	Home
el Barri Gotic	Suïssa	26	Home
la Barceloneta	Suïssa	16	Home
Sant Pere Santa Caterina i la Ribera	Suïssa	22	Home
el Fort Pienc	Suïssa	8	Home
la Sagrada Familia	Suïssa	15	Home
la Dreta del Eixample	Suïssa	32	Home
l Antiga Esquerra del Eixample	Suïssa	26	Home
la Nova Esquerra del Eixample	Suïssa	16	Home
Sant Antoni	Suïssa	12	Home
el Poble Sec- A E I Parc Montjuïc	Suïssa	11	Home
la Marina del Prat Vermell- A E I Zona Franca	Suïssa	0	Home
la Marina de Port	Suïssa	0	Home
la Font de la Guatlla	Suïssa	1	Home
Hostafrancs	Suïssa	4	Home
la Bordeta	Suïssa	3	Home
Sants- Badal	Suïssa	1	Home
Sants	Suïssa	15	Home
les Corts	Suïssa	11	Home
la Maternitat i Sant Ramon	Suïssa	3	Home
Pedralbes	Suïssa	12	Home
Vallvidrerael Tibidabo i les Planes	Suïssa	4	Home
Sarria	Suïssa	9	Home
les Tres Torres	Suïssa	15	Home
Sant Gervasi-la Bonanova	Suïssa	22	Home
Sant Gervasi- Galvany	Suïssa	42	Home
el Putxet i el Farro	Suïssa	17	Home
Vallcarca i els Penitents	Suïssa	6	Home
el Coll	Suïssa	4	Home
la Salut	Suïssa	8	Home
la Vila de Gracia	Suïssa	36	Home
el Campden Grassot i Gracia Nova	Suïssa	9	Home
el Baix Guinardo	Suïssa	3	Home
Can Baro	Suïssa	2	Home
el Guinardo	Suïssa	2	Home
la Font d en Fargues	Suïssa	0	Home
el Carmel	Suïssa	3	Home
la Teixonera	Suïssa	0	Home
Sant Genis dels Agudells	Suïssa	4	Home
Montbau	Suïssa	0	Home
la Vall d Hebron	Suïssa	0	Home
la Clota	Suïssa	0	Home
Horta	Suïssa	2	Home
Vilapicina i la Torre Llobeta	Suïssa	0	Home
Porta	Suïssa	0	Home
el Turo de la Peira	Suïssa	0	Home
Can Peguera	Suïssa	0	Home
la Guineueta	Suïssa	1	Home
Canyelles	Suïssa	0	Home
les Roquetes	Suïssa	2	Home
Verdun	Suïssa	0	Home
la Prosperitat	Suïssa	0	Home
la Trinitat Nova	Suïssa	0	Home
Torre Baro	Suïssa	0	Home
Ciutat Meridiana	Suïssa	0	Home
Vallbona	Suïssa	0	Home
la Trinitat Vella	Suïssa	1	Home
Baro de Viver	Suïssa	0	Home
el Bon Pastor	Suïssa	0	Home
Sant Andreu	Suïssa	4	Home
la Sagrera	Suïssa	0	Home
el Congres i els Indians	Suïssa	4	Home
Navas	Suïssa	1	Home
el Camp del Arpa del Clot	Suïssa	14	Home
el Clot	Suïssa	3	Home
el Parcila Llacuna del Poblenou	Suïssa	11	Home
la Vila Olimpica del Poblenou	Suïssa	7	Home
el Poblenou	Suïssa	16	Home
Diagonal Mariel Front Maritim del Poblenou	Suïssa	7	Home
el Besos i el Maresme	Suïssa	1	Home
Provençals del Poblenou	Suïssa	6	Home
Sant Marti de Provençals	Suïssa	3	Home
la Verneda i la Pau	Suïssa	2	Home
el Raval	Resta_Europa	179	Home
el Barri Gotic	Resta_Europa	116	Home
la Barceloneta	Resta_Europa	112	Home
Sant Pere Santa Caterina i la Ribera	Resta_Europa	159	Home
el Fort Pienc	Resta_Europa	105	Home
la Sagrada Familia	Resta_Europa	119	Home
la Dreta del Eixample	Resta_Europa	156	Home
l Antiga Esquerra del Eixample	Resta_Europa	158	Home
la Nova Esquerra del Eixample	Resta_Europa	127	Home
Sant Antoni	Resta_Europa	96	Home
el Poble Sec- A E I Parc Montjuïc	Resta_Europa	132	Home
la Marina del Prat Vermell- A E I Zona Franca	Resta_Europa	1	Home
la Marina de Port	Resta_Europa	33	Home
la Font de la Guatlla	Resta_Europa	24	Home
Hostafrancs	Resta_Europa	37	Home
la Bordeta	Resta_Europa	27	Home
Sants- Badal	Resta_Europa	38	Home
Sants	Resta_Europa	66	Home
les Corts	Resta_Europa	84	Home
la Maternitat i Sant Ramon	Resta_Europa	28	Home
Pedralbes	Resta_Europa	40	Home
Vallvidrerael Tibidabo i les Planes	Resta_Europa	18	Home
Sarria	Resta_Europa	93	Home
les Tres Torres	Resta_Europa	33	Home
Sant Gervasi-la Bonanova	Resta_Europa	57	Home
Sant Gervasi- Galvany	Resta_Europa	99	Home
el Putxet i el Farro	Resta_Europa	63	Home
Vallcarca i els Penitents	Resta_Europa	31	Home
el Coll	Resta_Europa	12	Home
la Salut	Resta_Europa	29	Home
la Vila de Gracia	Resta_Europa	170	Home
el Campden Grassot i Gracia Nova	Resta_Europa	87	Home
el Baix Guinardo	Resta_Europa	44	Home
Can Baro	Resta_Europa	29	Home
el Guinardo	Resta_Europa	75	Home
la Font d en Fargues	Resta_Europa	9	Home
el Carmel	Resta_Europa	41	Home
la Teixonera	Resta_Europa	19	Home
Sant Genis dels Agudells	Resta_Europa	14	Home
Montbau	Resta_Europa	6	Home
la Vall d Hebron	Resta_Europa	8	Home
la Clota	Resta_Europa	1	Home
Horta	Resta_Europa	27	Home
Vilapicina i la Torre Llobeta	Resta_Europa	15	Home
Porta	Resta_Europa	34	Home
el Turo de la Peira	Resta_Europa	11	Home
Can Peguera	Resta_Europa	0	Home
la Guineueta	Resta_Europa	4	Home
Canyelles	Resta_Europa	7	Home
les Roquetes	Resta_Europa	18	Home
