Barris	Nacionalitat	Total	Genere
Vallvidrerael Tibidabo i les Planes	Resta_America	6	Dona
Sarria	Resta_America	21	Dona
les Tres Torres	Resta_America	7	Dona
Sant Gervasi-la Bonanova	Resta_America	46	Dona
Sant Gervasi- Galvany	Resta_America	56	Dona
el Putxet i el Farro	Resta_America	29	Dona
Vallcarca i els Penitents	Resta_America	22	Dona
el Coll	Resta_America	10	Dona
la Salut	Resta_America	9	Dona
la Vila de Gracia	Resta_America	77	Dona
el Campden Grassot i Gracia Nova	Resta_America	29	Dona
el Baix Guinardo	Resta_America	15	Dona
Can Baro	Resta_America	15	Dona
el Guinardo	Resta_America	40	Dona
la Font d en Fargues	Resta_America	4	Dona
el Carmel	Resta_America	40	Dona
la Teixonera	Resta_America	12	Dona
Sant Genis dels Agudells	Resta_America	11	Dona
Montbau	Resta_America	7	Dona
la Vall d Hebron	Resta_America	1	Dona
la Clota	Resta_America	0	Dona
Horta	Resta_America	35	Dona
Vilapicina i la Torre Llobeta	Resta_America	18	Dona
Porta	Resta_America	25	Dona
el Turo de la Peira	Resta_America	31	Dona
Can Peguera	Resta_America	2	Dona
la Guineueta	Resta_America	14	Dona
Canyelles	Resta_America	1	Dona
les Roquetes	Resta_America	17	Dona
Verdun	Resta_America	7	Dona
la Prosperitat	Resta_America	13	Dona
la Trinitat Nova	Resta_America	9	Dona
Torre Baro	Resta_America	0	Dona
Ciutat Meridiana	Resta_America	17	Dona
Vallbona	Resta_America	4	Dona
la Trinitat Vella	Resta_America	12	Dona
Baro de Viver	Resta_America	1	Dona
el Bon Pastor	Resta_America	15	Dona
Sant Andreu	Resta_America	29	Dona
la Sagrera	Resta_America	29	Dona
el Congres i els Indians	Resta_America	12	Dona
Navas	Resta_America	21	Dona
el Camp del Arpa del Clot	Resta_America	66	Dona
el Clot	Resta_America	20	Dona
el Parcila Llacuna del Poblenou	Resta_America	11	Dona
la Vila Olimpica del Poblenou	Resta_America	11	Dona
el Poblenou	Resta_America	31	Dona
Diagonal Mariel Front Maritim del Poblenou	Resta_America	12	Dona
el Besos i el Maresme	Resta_America	13	Dona
Provençals del Poblenou	Resta_America	22	Dona
Sant Marti de Provençals	Resta_America	18	Dona
la Verneda i la Pau	Resta_America	32	Dona
el Raval	Xina	180	Dona
el Barri Gotic	Xina	89	Dona
la Barceloneta	Xina	30	Dona
Sant Pere Santa Caterina i la Ribera	Xina	165	Dona
el Fort Pienc	Xina	674	Dona
la Sagrada Familia	Xina	631	Dona
la Dreta del Eixample	Xina	369	Dona
l Antiga Esquerra del Eixample	Xina	379	Dona
la Nova Esquerra del Eixample	Xina	687	Dona
Sant Antoni	Xina	436	Dona
el Poble Sec- A E I Parc Montjuïc	Xina	263	Dona
la Marina del Prat Vermell- A E I Zona Franca	Xina	11	Dona
la Marina de Port	Xina	396	Dona
la Font de la Guatlla	Xina	102	Dona
Hostafrancs	Xina	149	Dona
la Bordeta	Xina	148	Dona
Sants- Badal	Xina	212	Dona
Sants	Xina	275	Dona
les Corts	Xina	303	Dona
la Maternitat i Sant Ramon	Xina	117	Dona
Pedralbes	Xina	51	Dona
Vallvidrerael Tibidabo i les Planes	Xina	4	Dona
Sarria	Xina	67	Dona
les Tres Torres	Xina	27	Dona
Sant Gervasi-la Bonanova	Xina	79	Dona
Sant Gervasi- Galvany	Xina	128	Dona
el Putxet i el Farro	Xina	107	Dona
Vallcarca i els Penitents	Xina	55	Dona
el Coll	Xina	10	Dona
la Salut	Xina	55	Dona
la Vila de Gracia	Xina	239	Dona
el Campden Grassot i Gracia Nova	Xina	195	Dona
el Baix Guinardo	Xina	140	Dona
Can Baro	Xina	49	Dona
el Guinardo	Xina	144	Dona
la Font d en Fargues	Xina	8	Dona
el Carmel	Xina	94	Dona
la Teixonera	Xina	21	Dona
Sant Genis dels Agudells	Xina	16	Dona
Montbau	Xina	18	Dona
la Vall d Hebron	Xina	16	Dona
la Clota	Xina	0	Dona
Horta	Xina	77	Dona
Vilapicina i la Torre Llobeta	Xina	219	Dona
Porta	Xina	152	Dona
el Turo de la Peira	Xina	81	Dona
Can Peguera	Xina	3	Dona
la Guineueta	Xina	53	Dona
Canyelles	Xina	9	Dona
les Roquetes	Xina	63	Dona
Verdun	Xina	76	Dona
la Prosperitat	Xina	179	Dona
la Trinitat Nova	Xina	27	Dona
Torre Baro	Xina	5	Dona
Ciutat Meridiana	Xina	41	Dona
Vallbona	Xina	4	Dona
la Trinitat Vella	Xina	25	Dona
Baro de Viver	Xina	13	Dona
el Bon Pastor	Xina	72	Dona
Sant Andreu	Xina	237	Dona
la Sagrera	Xina	272	Dona
el Congres i els Indians	Xina	131	Dona
Navas	Xina	272	Dona
el Camp del Arpa del Clot	Xina	365	Dona
el Clot	Xina	286	Dona
el Parcila Llacuna del Poblenou	Xina	172	Dona
la Vila Olimpica del Poblenou	Xina	26	Dona
el Poblenou	Xina	209	Dona
Diagonal Mariel Front Maritim del Poblenou	Xina	81	Dona
el Besos i el Maresme	Xina	232	Dona
Provençals del Poblenou	Xina	121	Dona
Sant Marti de Provençals	Xina	379	Dona
la Verneda i la Pau	Xina	344	Dona
el Raval	Pakistan	1.133	Dona
el Barri Gotic	Pakistan	179	Dona
la Barceloneta	Pakistan	66	Dona
Sant Pere Santa Caterina i la Ribera	Pakistan	114	Dona
el Fort Pienc	Pakistan	35	Dona
la Sagrada Familia	Pakistan	49	Dona
la Dreta del Eixample	Pakistan	15	Dona
l Antiga Esquerra del Eixample	Pakistan	24	Dona
la Nova Esquerra del Eixample	Pakistan	41	Dona
Sant Antoni	Pakistan	151	Dona
el Poble Sec- A E I Parc Montjuïc	Pakistan	510	Dona
la Marina del Prat Vermell- A E I Zona Franca	Pakistan	0	Dona
la Marina de Port	Pakistan	97	Dona
la Font de la Guatlla	Pakistan	28	Dona
Hostafrancs	Pakistan	68	Dona
la Bordeta	Pakistan	46	Dona
Sants- Badal	Pakistan	58	Dona
Sants	Pakistan	149	Dona
les Corts	Pakistan	26	Dona
la Maternitat i Sant Ramon	Pakistan	18	Dona
Pedralbes	Pakistan	8	Dona
Vallvidrerael Tibidabo i les Planes	Pakistan	0	Dona
Sarria	Pakistan	8	Dona
les Tres Torres	Pakistan	1	Dona
Sant Gervasi-la Bonanova	Pakistan	11	Dona
Sant Gervasi- Galvany	Pakistan	19	Dona
el Putxet i el Farro	Pakistan	21	Dona
Vallcarca i els Penitents	Pakistan	17	Dona
el Coll	Pakistan	16	Dona
la Salut	Pakistan	9	Dona
la Vila de Gracia	Pakistan	48	Dona
el Campden Grassot i Gracia Nova	Pakistan	42	Dona
el Baix Guinardo	Pakistan	37	Dona
Can Baro	Pakistan	20	Dona
el Guinardo	Pakistan	49	Dona
la Font d en Fargues	Pakistan	0	Dona
el Carmel	Pakistan	105	Dona
la Teixonera	Pakistan	27	Dona
Sant Genis dels Agudells	Pakistan	10	Dona
Montbau	Pakistan	6	Dona
la Vall d Hebron	Pakistan	0	Dona
la Clota	Pakistan	4	Dona
Horta	Pakistan	14	Dona
Vilapicina i la Torre Llobeta	Pakistan	62	Dona
Porta	Pakistan	68	Dona
el Turo de la Peira	Pakistan	115	Dona
Can Peguera	Pakistan	2	Dona
la Guineueta	Pakistan	34	Dona
Canyelles	Pakistan	3	Dona
les Roquetes	Pakistan	69	Dona
Verdun	Pakistan	38	Dona
la Prosperitat	Pakistan	58	Dona
la Trinitat Nova	Pakistan	75	Dona
Torre Baro	Pakistan	9	Dona
Ciutat Meridiana	Pakistan	177	Dona
Vallbona	Pakistan	25	Dona
la Trinitat Vella	Pakistan	278	Dona
Baro de Viver	Pakistan	7	Dona
el Bon Pastor	Pakistan	57	Dona
Sant Andreu	Pakistan	77	Dona
la Sagrera	Pakistan	28	Dona
el Congres i els Indians	Pakistan	11	Dona
Navas	Pakistan	21	Dona
el Camp del Arpa del Clot	Pakistan	65	Dona
el Clot	Pakistan	37	Dona
el Parcila Llacuna del Poblenou	Pakistan	27	Dona
la Vila Olimpica del Poblenou	Pakistan	6	Dona
el Poblenou	Pakistan	117	Dona
Diagonal Mariel Front Maritim del Poblenou	Pakistan	10	Dona
el Besos i el Maresme	Pakistan	716	Dona
Provençals del Poblenou	Pakistan	58	Dona
Sant Marti de Provençals	Pakistan	35	Dona
la Verneda i la Pau	Pakistan	76	Dona
el Raval	Filipines	2.211	Dona
el Barri Gotic	Filipines	197	Dona
la Barceloneta	Filipines	12	Dona
Sant Pere Santa Caterina i la Ribera	Filipines	141	Dona
el Fort Pienc	Filipines	36	Dona
la Sagrada Familia	Filipines	62	Dona
la Dreta del Eixample	Filipines	49	Dona
l Antiga Esquerra del Eixample	Filipines	206	Dona
la Nova Esquerra del Eixample	Filipines	201	Dona
Sant Antoni	Filipines	411	Dona
el Poble Sec- A E I Parc Montjuïc	Filipines	633	Dona
la Marina del Prat Vermell- A E I Zona Franca	Filipines	0	Dona
la Marina de Port	Filipines	235	Dona
la Font de la Guatlla	Filipines	19	Dona
Hostafrancs	Filipines	60	Dona
la Bordeta	Filipines	37	Dona
Sants- Badal	Filipines	62	Dona
Sants	Filipines	50	Dona
les Corts	Filipines	33	Dona
la Maternitat i Sant Ramon	Filipines	16	Dona
Pedralbes	Filipines	33	Dona
Vallvidrerael Tibidabo i les Planes	Filipines	4	Dona
Sarria	Filipines	27	Dona
les Tres Torres	Filipines	32	Dona
Sant Gervasi-la Bonanova	Filipines	41	Dona
Sant Gervasi- Galvany	Filipines	103	Dona
el Putxet i el Farro	Filipines	29	Dona
Vallcarca i els Penitents	Filipines	11	Dona
el Coll	Filipines	4	Dona
la Salut	Filipines	7	Dona
la Vila de Gracia	Filipines	48	Dona
el Campden Grassot i Gracia Nova	Filipines	20	Dona
el Baix Guinardo	Filipines	8	Dona
Can Baro	Filipines	3	Dona
el Guinardo	Filipines	18	Dona
la Font d en Fargues	Filipines	2	Dona
el Carmel	Filipines	19	Dona
la Teixonera	Filipines	9	Dona
Sant Genis dels Agudells	Filipines	2	Dona
Montbau	Filipines	1	Dona
la Vall d Hebron	Filipines	0	Dona
la Clota	Filipines	0	Dona
Horta	Filipines	59	Dona
Vilapicina i la Torre Llobeta	Filipines	14	Dona
Porta	Filipines	13	Dona
el Turo de la Peira	Filipines	2	Dona
Can Peguera	Filipines	2	Dona
la Guineueta	Filipines	6	Dona
Canyelles	Filipines	2	Dona
les Roquetes	Filipines	2	Dona
Verdun	Filipines	43	Dona
la Prosperitat	Filipines	13	Dona
la Trinitat Nova	Filipines	0	Dona
Torre Baro	Filipines	0	Dona
Ciutat Meridiana	Filipines	6	Dona
Vallbona	Filipines	0	Dona
la Trinitat Vella	Filipines	7	Dona
Baro de Viver	Filipines	0	Dona
el Bon Pastor	Filipines	7	Dona
Sant Andreu	Filipines	8	Dona
la Sagrera	Filipines	15	Dona
el Congres i els Indians	Filipines	1	Dona
Navas	Filipines	17	Dona
el Camp del Arpa del Clot	Filipines	36	Dona
el Clot	Filipines	12	Dona
el Parcila Llacuna del Poblenou	Filipines	17	Dona
la Vila Olimpica del Poblenou	Filipines	2	Dona
el Poblenou	Filipines	13	Dona
Diagonal Mariel Front Maritim del Poblenou	Filipines	6	Dona
el Besos i el Maresme	Filipines	8	Dona
Provençals del Poblenou	Filipines	4	Dona
Sant Marti de Provençals	Filipines	25	Dona
la Verneda i la Pau	Filipines	14	Dona
el Raval	Índia	346	Dona
el Barri Gotic	Índia	107	Dona
la Barceloneta	Índia	21	Dona
Sant Pere Santa Caterina i la Ribera	Índia	32	Dona
el Fort Pienc	Índia	30	Dona
la Sagrada Familia	Índia	48	Dona
la Dreta del Eixample	Índia	22	Dona
l Antiga Esquerra del Eixample	Índia	32	Dona
la Nova Esquerra del Eixample	Índia	36	Dona
Sant Antoni	Índia	70	Dona
el Poble Sec- A E I Parc Montjuïc	Índia	289	Dona
la Marina del Prat Vermell- A E I Zona Franca	Índia	0	Dona
la Marina de Port	Índia	52	Dona
la Font de la Guatlla	Índia	24	Dona
Hostafrancs	Índia	47	Dona
la Bordeta	Índia	40	Dona
Sants- Badal	Índia	39	Dona
Sants	Índia	87	Dona
les Corts	Índia	47	Dona
la Maternitat i Sant Ramon	Índia	19	Dona
Pedralbes	Índia	4	Dona
Vallvidrerael Tibidabo i les Planes	Índia	0	Dona
Sarria	Índia	12	Dona
les Tres Torres	Índia	6	Dona
Sant Gervasi-la Bonanova	Índia	6	Dona
Sant Gervasi- Galvany	Índia	22	Dona
el Putxet i el Farro	Índia	15	Dona
Vallcarca i els Penitents	Índia	24	Dona
el Coll	Índia	7	Dona
la Salut	Índia	19	Dona
la Vila de Gracia	Índia	71	Dona
el Campden Grassot i Gracia Nova	Índia	37	Dona
el Baix Guinardo	Índia	14	Dona
Can Baro	Índia	6	Dona
el Guinardo	Índia	19	Dona
la Font d en Fargues	Índia	2	Dona
el Carmel	Índia	23	Dona
la Teixonera	Índia	34	Dona
Sant Genis dels Agudells	Índia	1	Dona
Montbau	Índia	3	Dona
la Vall d Hebron	Índia	4	Dona
la Clota	Índia	0	Dona
Horta	Índia	11	Dona
Vilapicina i la Torre Llobeta	Índia	5	Dona
Porta	Índia	37	Dona
el Turo de la Peira	Índia	15	Dona
Can Peguera	Índia	4	Dona
la Guineueta	Índia	2	Dona
Canyelles	Índia	1	Dona
les Roquetes	Índia	40	Dona
Verdun	Índia	22	Dona
la Prosperitat	Índia	43	Dona
la Trinitat Nova	Índia	24	Dona
Torre Baro	Índia	0	Dona
Ciutat Meridiana	Índia	18	Dona
Vallbona	Índia	0	Dona
la Trinitat Vella	Índia	32	Dona
Baro de Viver	Índia	3	Dona
el Bon Pastor	Índia	18	Dona
Sant Andreu	Índia	14	Dona
la Sagrera	Índia	18	Dona
el Congres i els Indians	Índia	6	Dona
Navas	Índia	5	Dona
el Camp del Arpa del Clot	Índia	30	Dona
el Clot	Índia	6	Dona
el Parcila Llacuna del Poblenou	Índia	5	Dona
la Vila Olimpica del Poblenou	Índia	8	Dona
el Poblenou	Índia	14	Dona
Diagonal Mariel Front Maritim del Poblenou	Índia	16	Dona
el Besos i el Maresme	Índia	70	Dona
Provençals del Poblenou	Índia	21	Dona
Sant Marti de Provençals	Índia	9	Dona
la Verneda i la Pau	Índia	19	Dona
el Raval	Bangladesh	950	Dona
el Barri Gotic	Bangladesh	51	Dona
la Barceloneta	Bangladesh	3	Dona
Sant Pere Santa Caterina i la Ribera	Bangladesh	21	Dona
el Fort Pienc	Bangladesh	11	Dona
la Sagrada Familia	Bangladesh	20	Dona
la Dreta del Eixample	Bangladesh	10	Dona
l Antiga Esquerra del Eixample	Bangladesh	10	Dona
la Nova Esquerra del Eixample	Bangladesh	29	Dona
Sant Antoni	Bangladesh	66	Dona
el Poble Sec- A E I Parc Montjuïc	Bangladesh	94	Dona
la Marina del Prat Vermell- A E I Zona Franca	Bangladesh	0	Dona
la Marina de Port	Bangladesh	17	Dona
la Font de la Guatlla	Bangladesh	1	Dona
Hostafrancs	Bangladesh	5	Dona
la Bordeta	Bangladesh	3	Dona
Sants- Badal	Bangladesh	8	Dona
Sants	Bangladesh	23	Dona
les Corts	Bangladesh	3	Dona
la Maternitat i Sant Ramon	Bangladesh	0	Dona
Pedralbes	Bangladesh	0	Dona
Vallvidrerael Tibidabo i les Planes	Bangladesh	0	Dona
Sarria	Bangladesh	0	Dona
les Tres Torres	Bangladesh	0	Dona
Sant Gervasi-la Bonanova	Bangladesh	3	Dona
Sant Gervasi- Galvany	Bangladesh	1	Dona
el Putxet i el Farro	Bangladesh	0	Dona
Vallcarca i els Penitents	Bangladesh	1	Dona
el Coll	Bangladesh	0	Dona
la Salut	Bangladesh	2	Dona
la Vila de Gracia	Bangladesh	19	Dona
el Campden Grassot i Gracia Nova	Bangladesh	11	Dona
el Baix Guinardo	Bangladesh	1	Dona
Can Baro	Bangladesh	0	Dona
el Guinardo	Bangladesh	0	Dona
la Font d en Fargues	Bangladesh	0	Dona
el Carmel	Bangladesh	2	Dona
la Teixonera	Bangladesh	2	Dona
Sant Genis dels Agudells	Bangladesh	1	Dona
Montbau	Bangladesh	0	Dona
la Vall d Hebron	Bangladesh	0	Dona
la Clota	Bangladesh	0	Dona
Horta	Bangladesh	2	Dona
Vilapicina i la Torre Llobeta	Bangladesh	2	Dona
Porta	Bangladesh	1	Dona
el Turo de la Peira	Bangladesh	1	Dona
Can Peguera	Bangladesh	0	Dona
la Guineueta	Bangladesh	0	Dona
Canyelles	Bangladesh	1	Dona
les Roquetes	Bangladesh	5	Dona
Verdun	Bangladesh	0	Dona
la Prosperitat	Bangladesh	10	Dona
la Trinitat Nova	Bangladesh	0	Dona
Torre Baro	Bangladesh	2	Dona
Ciutat Meridiana	Bangladesh	1	Dona
Vallbona	Bangladesh	0	Dona
la Trinitat Vella	Bangladesh	9	Dona
Baro de Viver	Bangladesh	0	Dona
el Bon Pastor	Bangladesh	4	Dona
Sant Andreu	Bangladesh	3	Dona
la Sagrera	Bangladesh	1	Dona
el Congres i els Indians	Bangladesh	9	Dona
Navas	Bangladesh	1	Dona
el Camp del Arpa del Clot	Bangladesh	10	Dona
el Clot	Bangladesh	1	Dona
el Parcila Llacuna del Poblenou	Bangladesh	3	Dona
la Vila Olimpica del Poblenou	Bangladesh	1	Dona
el Poblenou	Bangladesh	7	Dona
Diagonal Mariel Front Maritim del Poblenou	Bangladesh	0	Dona
el Besos i el Maresme	Bangladesh	17	Dona
Provençals del Poblenou	Bangladesh	0	Dona
Sant Marti de Provençals	Bangladesh	0	Dona
la Verneda i la Pau	Bangladesh	5	Dona
el Raval	Geòrgia	52	Dona
el Barri Gotic	Geòrgia	36	Dona
la Barceloneta	Geòrgia	8	Dona
Sant Pere Santa Caterina i la Ribera	Geòrgia	42	Dona
el Fort Pienc	Geòrgia	40	Dona
la Sagrada Familia	Geòrgia	56	Dona
la Dreta del Eixample	Geòrgia	11	Dona
l Antiga Esquerra del Eixample	Geòrgia	24	Dona
la Nova Esquerra del Eixample	Geòrgia	37	Dona
Sant Antoni	Geòrgia	28	Dona
el Poble Sec- A E I Parc Montjuïc	Geòrgia	29	Dona
la Marina del Prat Vermell- A E I Zona Franca	Geòrgia	3	Dona
la Marina de Port	Geòrgia	27	Dona
la Font de la Guatlla	Geòrgia	14	Dona
Hostafrancs	Geòrgia	20	Dona
la Bordeta	Geòrgia	20	Dona
Sants- Badal	Geòrgia	39	Dona
Sants	Geòrgia	58	Dona
les Corts	Geòrgia	25	Dona
la Maternitat i Sant Ramon	Geòrgia	15	Dona
Pedralbes	Geòrgia	4	Dona
Vallvidrerael Tibidabo i les Planes	Geòrgia	4	Dona
Sarria	Geòrgia	9	Dona
les Tres Torres	Geòrgia	4	Dona
Sant Gervasi-la Bonanova	Geòrgia	5	Dona
Sant Gervasi- Galvany	Geòrgia	20	Dona
el Putxet i el Farro	Geòrgia	5	Dona
Vallcarca i els Penitents	Geòrgia	9	Dona
el Coll	Geòrgia	7	Dona
la Salut	Geòrgia	14	Dona
la Vila de Gracia	Geòrgia	17	Dona
el Campden Grassot i Gracia Nova	Geòrgia	23	Dona
el Baix Guinardo	Geòrgia	30	Dona
Can Baro	Geòrgia	3	Dona
el Guinardo	Geòrgia	51	Dona
la Font d en Fargues	Geòrgia	7	Dona
el Carmel	Geòrgia	59	Dona
la Teixonera	Geòrgia	14	Dona
Sant Genis dels Agudells	Geòrgia	11	Dona
Montbau	Geòrgia	2	Dona
la Vall d Hebron	Geòrgia	3	Dona
la Clota	Geòrgia	4	Dona
Horta	Geòrgia	64	Dona
Vilapicina i la Torre Llobeta	Geòrgia	61	Dona
Porta	Geòrgia	110	Dona
el Turo de la Peira	Geòrgia	102	Dona
Can Peguera	Geòrgia	0	Dona
la Guineueta	Geòrgia	15	Dona
Canyelles	Geòrgia	7	Dona
les Roquetes	Geòrgia	20	Dona
Verdun	Geòrgia	22	Dona
la Prosperitat	Geòrgia	37	Dona
la Trinitat Nova	Geòrgia	16	Dona
Torre Baro	Geòrgia	0	Dona
Ciutat Meridiana	Geòrgia	9	Dona
Vallbona	Geòrgia	0	Dona
la Trinitat Vella	Geòrgia	40	Dona
Baro de Viver	Geòrgia	8	Dona
el Bon Pastor	Geòrgia	36	Dona
Sant Andreu	Geòrgia	68	Dona
la Sagrera	Geòrgia	42	Dona
el Congres i els Indians	Geòrgia	41	Dona
Navas	Geòrgia	23	Dona
el Camp del Arpa del Clot	Geòrgia	40	Dona
el Clot	Geòrgia	30	Dona
el Parcila Llacuna del Poblenou	Geòrgia	14	Dona
la Vila Olimpica del Poblenou	Geòrgia	1	Dona
el Poblenou	Geòrgia	23	Dona
Diagonal Mariel Front Maritim del Poblenou	Geòrgia	4	Dona
el Besos i el Maresme	Geòrgia	62	Dona
Provençals del Poblenou	Geòrgia	22	Dona
Sant Marti de Provençals	Geòrgia	32	Dona
la Verneda i la Pau	Geòrgia	44	Dona
el Raval	Armènia	20	Dona
el Barri Gotic	Armènia	2	Dona
la Barceloneta	Armènia	7	Dona
Sant Pere Santa Caterina i la Ribera	Armènia	6	Dona
el Fort Pienc	Armènia	8	Dona
la Sagrada Familia	Armènia	26	Dona
la Dreta del Eixample	Armènia	12	Dona
l Antiga Esquerra del Eixample	Armènia	6	Dona
la Nova Esquerra del Eixample	Armènia	25	Dona
Sant Antoni	Armènia	8	Dona
el Poble Sec- A E I Parc Montjuïc	Armènia	11	Dona
la Marina del Prat Vermell- A E I Zona Franca	Armènia	0	Dona
la Marina de Port	Armènia	14	Dona
la Font de la Guatlla	Armènia	7	Dona
Hostafrancs	Armènia	7	Dona
la Bordeta	Armènia	3	Dona
Sants- Badal	Armènia	6	Dona
Sants	Armènia	2	Dona
les Corts	Armènia	4	Dona
la Maternitat i Sant Ramon	Armènia	3	Dona
Pedralbes	Armènia	3	Dona
Vallvidrerael Tibidabo i les Planes	Armènia	4	Dona
Sarria	Armènia	0	Dona
les Tres Torres	Armènia	0	Dona
Sant Gervasi-la Bonanova	Armènia	3	Dona
Sant Gervasi- Galvany	Armènia	1	Dona
el Putxet i el Farro	Armènia	5	Dona
Vallcarca i els Penitents	Armènia	5	Dona
el Coll	Armènia	2	Dona
la Salut	Armènia	1	Dona
la Vila de Gracia	Armènia	6	Dona
el Campden Grassot i Gracia Nova	Armènia	27	Dona
el Baix Guinardo	Armènia	3	Dona
Can Baro	Armènia	6	Dona
el Guinardo	Armènia	33	Dona
la Font d en Fargues	Armènia	4	Dona
el Carmel	Armènia	37	Dona
la Teixonera	Armènia	5	Dona
Sant Genis dels Agudells	Armènia	0	Dona
Montbau	Armènia	4	Dona
la Vall d Hebron	Armènia	2	Dona
la Clota	Armènia	0	Dona
Horta	Armènia	21	Dona
Vilapicina i la Torre Llobeta	Armènia	55	Dona
Porta	Armènia	124	Dona
el Turo de la Peira	Armènia	42	Dona
Can Peguera	Armènia	2	Dona
la Guineueta	Armènia	22	Dona
Canyelles	Armènia	2	Dona
les Roquetes	Armènia	20	Dona
Verdun	Armènia	47	Dona
la Prosperitat	Armènia	110	Dona
la Trinitat Nova	Armènia	58	Dona
Torre Baro	Armènia	0	Dona
Ciutat Meridiana	Armènia	18	Dona
Vallbona	Armènia	0	Dona
la Trinitat Vella	Armènia	12	Dona
Baro de Viver	Armènia	4	Dona
el Bon Pastor	Armènia	30	Dona
Sant Andreu	Armènia	12	Dona
la Sagrera	Armènia	35	Dona
el Congres i els Indians	Armènia	18	Dona
Navas	Armènia	26	Dona
el Camp del Arpa del Clot	Armènia	24	Dona
el Clot	Armènia	14	Dona
el Parcila Llacuna del Poblenou	Armènia	5	Dona
la Vila Olimpica del Poblenou	Armènia	0	Dona
el Poblenou	Armènia	20	Dona
Diagonal Mariel Front Maritim del Poblenou	Armènia	4	Dona
el Besos i el Maresme	Armènia	10	Dona
Provençals del Poblenou	Armènia	13	Dona
Sant Marti de Provençals	Armènia	24	Dona
la Verneda i la Pau	Armènia	22	Dona
el Raval	Japó	26	Dona
el Barri Gotic	Japó	23	Dona
la Barceloneta	Japó	10	Dona
Sant Pere Santa Caterina i la Ribera	Japó	40	Dona
el Fort Pienc	Japó	18	Dona
la Sagrada Familia	Japó	31	Dona
la Dreta del Eixample	Japó	54	Dona
l Antiga Esquerra del Eixample	Japó	52	Dona
la Nova Esquerra del Eixample	Japó	47	Dona
Sant Antoni	Japó	26	Dona
el Poble Sec- A E I Parc Montjuïc	Japó	19	Dona
la Marina del Prat Vermell- A E I Zona Franca	Japó	0	Dona
la Marina de Port	Japó	5	Dona
la Font de la Guatlla	Japó	1	Dona
Hostafrancs	Japó	4	Dona
la Bordeta	Japó	5	Dona
Sants- Badal	Japó	10	Dona
Sants	Japó	25	Dona
les Corts	Japó	75	Dona
la Maternitat i Sant Ramon	Japó	18	Dona
Pedralbes	Japó	26	Dona
Vallvidrerael Tibidabo i les Planes	Japó	2	Dona
Sarria	Japó	68	Dona
les Tres Torres	Japó	35	Dona
Sant Gervasi-la Bonanova	Japó	16	Dona
Sant Gervasi- Galvany	Japó	40	Dona
el Putxet i el Farro	Japó	24	Dona
Vallcarca i els Penitents	Japó	13	Dona
el Coll	Japó	4	Dona
la Salut	Japó	9	Dona
la Vila de Gracia	Japó	39	Dona
el Campden Grassot i Gracia Nova	Japó	18	Dona
el Baix Guinardo	Japó	15	Dona
Can Baro	Japó	11	Dona
el Guinardo	Japó	13	Dona
la Font d en Fargues	Japó	1	Dona
el Carmel	Japó	5	Dona
la Teixonera	Japó	1	Dona
Sant Genis dels Agudells	Japó	3	Dona
Montbau	Japó	1	Dona
la Vall d Hebron	Japó	0	Dona
la Clota	Japó	0	Dona
Horta	Japó	12	Dona
Vilapicina i la Torre Llobeta	Japó	5	Dona
Porta	Japó	4	Dona
el Turo de la Peira	Japó	1	Dona
Can Peguera	Japó	0	Dona
la Guineueta	Japó	3	Dona
Canyelles	Japó	1	Dona
les Roquetes	Japó	2	Dona
Verdun	Japó	0	Dona
la Prosperitat	Japó	4	Dona
la Trinitat Nova	Japó	0	Dona
Torre Baro	Japó	0	Dona
Ciutat Meridiana	Japó	2	Dona
Vallbona	Japó	0	Dona
la Trinitat Vella	Japó	1	Dona
Baro de Viver	Japó	0	Dona
el Bon Pastor	Japó	2	Dona
Sant Andreu	Japó	13	Dona
la Sagrera	Japó	12	Dona
el Congres i els Indians	Japó	1	Dona
Navas	Japó	6	Dona
el Camp del Arpa del Clot	Japó	20	Dona
el Clot	Japó	9	Dona
el Parcila Llacuna del Poblenou	Japó	10	Dona
la Vila Olimpica del Poblenou	Japó	6	Dona
el Poblenou	Japó	7	Dona
Diagonal Mariel Front Maritim del Poblenou	Japó	5	Dona
el Besos i el Maresme	Japó	0	Dona
Provençals del Poblenou	Japó	2	Dona
Sant Marti de Provençals	Japó	7	Dona
la Verneda i la Pau	Japó	4	Dona
el Raval	Nepal	46	Dona
el Barri Gotic	Nepal	3	Dona
la Barceloneta	Nepal	5	Dona
Sant Pere Santa Caterina i la Ribera	Nepal	3	Dona
el Fort Pienc	Nepal	13	Dona
la Sagrada Familia	Nepal	56	Dona
la Dreta del Eixample	Nepal	9	Dona
l Antiga Esquerra del Eixample	Nepal	12	Dona
la Nova Esquerra del Eixample	Nepal	7	Dona
Sant Antoni	Nepal	25	Dona
el Poble Sec- A E I Parc Montjuïc	Nepal	59	Dona
la Marina del Prat Vermell- A E I Zona Franca	Nepal	0	Dona
la Marina de Port	Nepal	6	Dona
la Font de la Guatlla	Nepal	6	Dona
Hostafrancs	Nepal	21	Dona
la Bordeta	Nepal	4	Dona
Sants- Badal	Nepal	7	Dona
Sants	Nepal	26	Dona
les Corts	Nepal	3	Dona
la Maternitat i Sant Ramon	Nepal	6	Dona
Pedralbes	Nepal	0	Dona
Vallvidrerael Tibidabo i les Planes	Nepal	0	Dona
Sarria	Nepal	0	Dona
